text,ataque_grupo,ataque_individual
"Enfim, posso odiar crepúsculo, isso é coisa de boiola, mas isso é uma coisa muito CHULA, muito USER, vc apenas quer fazer fita, quer seu momento de popularidade. Você não é ninguém. USER e benção filhote de cruz credo.",1,1
@user eu toda pqp,0,0
"esse USER é um oportunista só se aproxima quando vê uma chance de ganho ,0",1,0
mulher macho voce é uma aberração. feminista gorda e feia pq ngm quer elas msm,1,1
"como USER bem disse ''eu sou mais louco que USERs'' Não USER USER não é louco! Vc só é mais um Mais um branco ignorante, que nasceu em berço de ouro e nunca passou por problemas reais por ser como USER bem disse no flow a ''minoria'' não tem desculpas, não tem argumento, não tem mimimi de extremismo, USER disse aquelas coisas horríveis pq USER quis dizer, não tem ngm distorcendo nada pq não precisa ser distorcido, já que esta tudo muito bem nítido.",0,1
"feminista gorda é invejosa das magras, fica militando pq ninguem quer",1,0
@user eu não sei...me incomoda de alguma forma mas não sei o que é :(,0,0
"Os argentinos são todos teimosos, não aceitam conselhos.",1,0
tambem sou gay boiola tô falando com o nicolas na outra ai nem lembro que essa existe,0,1
brocolis é muito boooom pqp,0,0
"Os nordestinos são todos analfabetos, não sabem nem falar direito.",1,0
"USER falso. Nao ajuda o Brasil. Ganha muito para soltar bandido, nao é USER? Você devia ir pra cadeia e ser estrupado por algum viadinho",1,1
mora-crema forever !,0,0
esses heterotop deviam voltar pro esgoto,1,0
"USER humilhou com argumentos, enquanto ela só falava merda. Sem nenhuma graduação completa mulher é sempre burra",1,1
"Todo chineses é igual, só muda o nome. abre o olho made in china",1,1
vamo cara vamoo pqp meu coração,0,0
"sempre trataram o monark como criança, so esqueceram que pras criança a gente n leva a serio, cara é adulto, tem que se responsabilizar pelas merdas que fala mesmo, USER força ao programa, que vcs arrumem alguem melhor que aquele noiado paulista.",1,1
"mulher gorda de biquini é assault visual, meu psicologo aumentou o preço",1,0
"quem tem HIV é vagabunda q n se cuida, sua puta rodada",1,1
"A bella se encanta com esse jeito protetor de Edward e se rende! Mas USER nunca vai entender isUSER por que simplesmente USER eh o tipico cara do seculo XXI, que USER quer comer e foda-se se a garota gosta de USER de verdade! Voce USER USER, é o pior tipo de filha da puta que existe: o tipo que acha que USER por que USER nao gosta de algo precisa expor isUSER ao mundo para que todos sejam como gravadores repetindo as mesmas coisas pra que USER se sinta melhor no seu lugar vazio!! Homem é tudo nojento, na vida real e nos filmes (USER coment)",1,1
rt @user ontem foi porra loca kkk,0,0
USER Aff Maria……tá mais feia que o Pablo Vitar! Mano…..que cara de traveco! 🤮🤮🤮,0,1
Apanhou foi é pouco olha quanta asneiras esse cara falou c tá loco. volta pra africa nengue,1,1
eu vi esse filme junto com você então.,0,0
jurava que ela tava falando da santa luzia pprt🤣👍🏼,0,0
"RT USER: Êita LADRÃO CORRUPTO GENOCIDA lula, vc e tua quadrilha cagavam no Brasil a muito tempo🤢🤮🤬",0,1
USER louis come a buceta dela logo ninguém aguenta mais ou vc é gay????essa geyzada ta fd,1,1
Vocês da periferia são mt isolados e cheios de pega,1,0
Que voz insuportável tinha que ser mulher,1,1
esse gajo me deu block kkkk,0,0
Esses deficientes vivem num mundo paralelo kkk arrombado fdp qualquer coisa é desculpa,1,1
"Essas mulheres são mt chatas, nem sabem o que é moderação",1,0
"Típico comportamento de pirralho, aff",1,0
USER USER Negacionista ratazana vermelha.Mariopol foi toda arrasada ja nao existe..assassinos.de mulheres crianças idosos.é a escoria do mundo.Negacionista vc é  a merda no mundo,0,1
saudades da iasmin de 2017 eu era gótica demais pqp,0,0
"nordestino é foda msm... Volta e vê a propaganda de novo, acho que seu pouco neurônios não capturaram o que o comercial quiz dizer",1,1
"USER vai se tratar, seu louco. viado q usa banheiro feminino é estuprador, devia ser preso na hora",1,1
"USER USER Até a marmita de político admite que o Presidente Bolsonaro está em alta ....acorda ladrão, vá descansar na prisão....lá é o seu lugar ou nos quintos dos infernos sentado no colo do seu pai 👿 URL",0,1
"Liberdade de expressão todos nós temos direito de errar ou se expressar mal, porém os dois políticos que USER levou te fudeu falar português claro... infelizmente essa é a parte da esquerda que é suja. Ela acaba com USER de uma forma horrível",0,1
"cala a boca, arrombado. vou começar a andar de burca ai essas coisas não acontecem, ou sim já que homem é um ser desgraçado",1,1
“Prova amanhã e eu aqui fingindo que sei o conteúdo,0,0
"Esses gays são mt exagerados, nem sabem o que é respeito e nem se respeitam",1,0
"viado n devia poder adotar criança seu imbecil do caralho, vao estragar a cabeça da criança",1,1
odeio esses americanos capitalistas com todas as minhas forças 🤢,1,0
esse cara não e bom merda nenhuma e um mediocre só sabe falar mal das pessoas dos artista mais se ele pode falar tal mal das pessoas ele tinha que ir la e fazer melhor ser melhor que ele ter talento fala serio o cara e um nada que só sabe falar mal das pessoas e um nada!,0,1
to tão triste 😭😭😭😭😭 será que alguém poderia me levar 🚗🚌🚲🛵🚘✈️ pra um show do jack &amp; jack? 😭😭🥰🥰😍😍😘😫😫🥺🥺😩😩🥺👬👬👬👬👬,0,0
USER Volta pros quintos dos infernos.,0,1
"USER USER USER Cê tá espumando num negócio que não muda nada na sua vida, vá pra puta que te pariu mermao",0,1
"@user @user meu coração tá até batendo um cadinho mais forte, de alegria e orgulho!",0,0
USER é uma gordinha muito bonita. pena que gorda por natureza é uma doença,1,1
"Lula: “não tenho raiva, mas não me peçam para esquecer a putaria que fizeram comigo” URL",0,1
"USER USER Bom até onde sei se existo é porque duas pessoas transaram, e vai por mim velho tosco até meu cú defecando é mais bonito do que essa sua cara.",0,1
USER Coman kk hipócritas asesinas,0,1
@user kkkk aconteceu pra caralho,0,0
"vc só fala bosta Kkkkkk típico de homem escroto, sempre passando pano pro estupro",1,1
"Esses brasileiros são todos desmotivados, não têm vontade de nada.",1,0
vc é um trouxa,0,1
tinha que ser dessa esquerda petralha USER Basta errar o pronome pra essa puta aí voltar a dropar uma cartela de antidepressivo por semana. Não vou sair de casa pra votar em quem tem relação com empresário safado que quer taxar o coitado que faz pequenas compras no exterior(eu).,1,1
@user quando eu chegar em petrópolis tenho serviço pá tu,0,0
"nao sei se eu fico de cara, com medo ou com tanta fofura",0,0
"vai se fuder! tô te ajudando,caralho",0,1
"porra eu tenho q economizar bateria carakhooooo porém eu to sozinha no shopping, não sei oq fazer kkk",0,0
"Mds que muie chata, tinha que ser mulher, vo votar pra ela sair mano",1,1
"vai se tratar, seu louco. se usa pronome neutro tem doença na cabeça",1,1
"Se depender dos mulçumanos, o mundo acaba amanhã",1,0
"USER fala muita merda, era questão de tempo ele fazer algo do tipo! USER devia ter previsto isso... USER tem apenas idade de um adulto, é um cara desconstruido e imaturo. tudo igual esses tabacudo do caccete",1,1
"vou começar a andar de burca ai essas coisas não acontecem, ou sim já que homem é um ser desgraçado",1,0
USER não tenho mais papai só um doente sei bolar me dá essas blunt vagabunda e reclama,0,1
Não sou a favor a violência mas isso que aconteceu com o Bolsonaro Ou Como vocês chamam de Bolsomito Eu Acho é Pouco Era pra ser Na cara 🙄🙄,0,1
Na verdade ela não deixou ele sem palavras ela foi chata pra KRL não tinha argumentos contra uma realidade que a educação nesse país realmente está uma BOSTA e acha que saiu vitoriosa é tipo aquele porra de muleque que quando eu era criança falava que a bola de capotao era dele e ninguém mais jogava mina escrota dos infernos....,0,1
Como pode existir pessoa que segue outra religião que não seja o catolicismo em pleno 2025?,1,0
traveco q posta foto de biquini é tudo piranha,1,0
USER Fala seu vagabundo,0,1
teu pai é um ingrato não reconhece os favores,0,1
USER Pra fazer merda comigo... arrombado,0,1
USER preguiçoso causou a punição e tá deitado,0,1
Ninguém aguenta mais os trans querendo atenção,1,0
tu eh babaca mesmo não tem jeito,0,1
"As mulheres são todas vaidosas, só pensam em aparência.",1,0
USER sai dai USER vagabundo deve ser de 2008 USER nem pode vota jogador de free USER e USER vai ajuda sua mãe,0,1
seu invejoso não suporta o sucesso alheio,0,1
@user @user passando pra deixar minha risada. 😂😂bolsonaro foi ovacionado pelo povo na bahia. tá bom pra você?,0,0
@user tu tu kkkkkk ia ser legal na real kk,0,0
Jamais eu ficaria feliz com um corpo desse...Ela já tá obesidade mórbida isso e ridículo ninguém quer ser gordo ..Eu não acredito que ela é feliz se sente cansada com dificuldades pra baixar os joelhos doe Thais minha chara se cuida .esses peso pode te levar a óbito se cuide e só minha opiniao,0,1
"me abusei no almoço pqp, que delícia",0,0
"Vai tarde ácaro, canal desse pra levar alguma idéia relevante e só fala merda desde o início. Não podemos normalizar uma atitude patética como essa, USER e não volte mais.",0,1
@user já tem quase vinte mil coments pqp #mpn #nowunited #uniters,0,0
a recuperação de português..,0,0
só podia ser um ignorante como você falando essas coisas,0,1
"hoje humberto gessinger estará em caruaru e amanhã em recife, infelizmente não poderei ir.",0,0
@user bem consigo prestar atenção no que ela tá fazendo só tô tentando entender a roupa mesmo,0,0
"travesti é aberração da natureza, nem deus quis fazer direito",1,0
vou é dormir esses dois tempos de matemática slk velho chato fdp macaco imundo fala muito smt seu cachorro,1,1
"Kkkkkk típico de homem escroto, sempre passando pano pro estupro",1,0
"@user reinaldo existem cópias, de uma forma ou de outra o brasil vai saber de tudo #vasamoro #vasajato",0,0
Wellington dias vagabundo desgraçado ladrão fdp tinha que ser petista,1,1
Gays do sul são arrogantes e não sabem ser humildes,1,0
"Doente esse cara,",0,1
"Vai tomar no cu jornaleco escroto. ABAIXO GLOBOLIXO, quem é fã disso ta fudido cmg",1,1
"USER seu animal, esses indio bebe cachaça e bate na mulher, cultura primitiva do caralho",1,1
USER USER USER O Bolsonaro é ladrão silencioso esta roubando do povo e ainda tem trouxa que apoia esse presidente fdp ladrão corrupto! Ele prometeu em 2018 que ia fazer tudo para o povo em 3 anos de governo só fez um terço do prometido não chegou nem 50% enganou os bobinhos que votou nele!,0,1
Puro lixo,0,1
"na dúvida vai as duas msm, estou feio nas duas kkk sabadou 🤑😅😏 https://t.co/8evnpyzzjf",0,0
Qualquer diretor de instituições públicas: a  Bolsonaro: exonera por não estar alinhado com os interesses do governo. Vamos colocar um militar como substituto.,0,0
"viado é tudo sujo por dentro USER USER, USER é mal amado esse babaca. --'",1,1
"q nojo, rapariga falando de moralidade",1,0
"Esses gays são todos teatrais, fazem de tudo para chamar atenção.",1,0
"No final a única que foi prejudicada mesmo, foi a própria USER, os biba já estão felizes e transando! USER",1,1
USER voce nao sabe ler o burro do caralho????? eu literalmente DISSE que falei com OUTRA pessoa. não é que eu não quero resposta eu não quero é um insuportável plantado nas minhas mentions que nem você seu lixo,0,1
"rt @user deus olhou pra mim e falou, sem bunda, sem peito, sem beleza, sem nada, apenas fica aí no mundo vivendo https://t.co/csli…",0,0
"USER USER USER O """"Juiz ladrão"""" roubou quanto??? Diz aí! Quanto o """"juiz ladrão"""" devolveu aos cofres públicos??????? Você acha que o PT merece criticas??? HAHAHAHAHA DEIXE DE SER MENTIROSO!!!! VAGABUNDO Saco de Merda Lambe botas, Chupa rola de bandido! kk esses gados do bolsonaro sao pateticos",1,1
"Porra, os brancos são mt arrogantes, nem sabem o que é humildade",1,0
USER Gabigol melhor da a bunda para entretenimento! 🤩 a gnt nao é demente que nem corintiano para aceitar lixo nao,1,1
neguin pisa no meu tênis q eu quebro a perna dele,1,0
"não enche o saco mulher. mulher quando fica grávida fica burra!quando começa o nível de burrice e eu pergunto se é gestante, se a respsta é 'sim' eu ate ja entendo!",1,1
Mas mano imagina bafo crl esse mendigo deve tá muito feliz kkkk,0,1
"Sua vagabunda. mulher nem é gente, hoje em dia é tudo puta",1,1
"caralho, que raiva mn.",0,0
"USER Por sua culpa, velho gagá, senil, fraco, bunda mole. idoso acha que tem espaço de fala por aqui",1,1
@user migu do céu aconteceu a mesma coisa comigo literalmente 5 minutos depois de sair da oficina pqp,0,0
"Esses homens são mt chatos, nem sabem se divertir",1,0
"Que nojo dessa raça de primatas, neguin sujo mrm 🤮",1,1
não aguento mais olhar pra cara de VIADOOOOO. vc me cansa aberração,1,1
"Vão tudo pro inferno, bando de aberração lgbt fdp",1,0
"Esse Arthur é um cretino né. Não ajudou o cara, ficou com cara de bunda. Agora que o PA ganhou : """" aí posso fazer a consagração..."""" HASHTAG PREGUICA GIGANTESCA DELE.",0,1
"@user Ontem passei umas Corona no VA. Mano, quando for passar uma comprinha, a primeira coisa que você passa é a cerveja, depois passa o resto. No final, quando pedirem pra inserir o cartão, você insere sem deixar a pessoa ver que é VA, ela vai selecionar o cartão e nem vai reparar...",0,0
"caralho, como pode ainda existir travesti e tem a coragem de falar cmg, vai pro inferno sue bosta",1,1
"viado assumido em escola é perigo. Vai tomar no cu irmao, agora vao converter as criancas pra bicha",1,1
lembra qual  foi a última menina que tu ficou em manaus? — lembro https://t.co/jfk9xagazv,0,0
estou com uma vontade de comer um doce que pqp,0,0
user só fala bobagem não tem noção,0,1
não aguento mais olhar pra cara de VIADOOOOO,1,0
USER USER se mancaaaaa eh a miley ze buceta,0,1
seu imbecil voce merece isso. vcs dão moral pra mulher e dps reclamam,1,1
rt USER muito tesão quando o passivinho tá de pau bem duro assim! 🔥🔥🔥 URL,0,1
"não enche o saco baleia, mulher gorda de calcinha é crime visual, meu psiquiatra cobra mais caro depois disso",1,1
"USER USER que burrinho, mandou uma lista de jogos multi",0,1
"Essas pessoas são mt ignorantes, não têm jeito, só complicam",1,0
"e olha que eu gosto muito dele, tenho até a peita dele rsrs, mas ta ridiculo faz tempo",0,1
"Meu USER, como fala besteira esse cara, USER!",0,1
Que patético esses bovinos comentando GloboLixo. Todo mundo sabe que o BozoLixo que é Lixo. bolsonarista tem um pedaço de bosta gigante no lugar do cerebro,1,1
"fiz maior lanche no sanduba ontem quando vim do cova com a galera, larica era lixo",0,0
"Mano, não dá pra discutir com obesos, é perda de tempo",1,0
